date,month,new_cases,new_deaths,Death Rate
2020-04-29,4,124.0,3.0,0.03284072249589491
2020-04-30,4,122.0,0.0,0.03078501795792714
2020-05-01,5,222.0,4.0,0.02947950253339475
2020-05-02,5,164.0,4.0,0.029122055674518203
2020-05-03,5,134.0,4.0,0.02916160388821385
2020-05-04,5,235.0,13.0,0.03143491124260355
2020-05-05,5,190.0,5.0,0.031098825155494125
2020-05-06,5,330.0,5.0,0.02946650124069479
2020-05-07,5,168.0,9.0,0.030660377358490566
2020-05-08,5,171.0,2.0,0.029750210496772383
2020-05-09,5,215.0,3.0,0.028851244044467973
2020-05-10,5,255.0,6.0,0.02851475328539549
2020-05-11,5,369.0,5.0,0.027260336210813266
2020-05-12,5,285.0,2.0,0.026029443140601665
2020-05-13,5,280.0,5.0,0.025568753774914434
2020-05-14,5,259.0,3.0,0.024875621890547265
2020-05-15,5,113.0,6.0,0.025472935006555536
2020-05-16,5,1063.0,32.0,0.026241799437675725
2020-05-17,5,0.0,0.0,0.026241799437675725
2020-05-18,5,262.0,1.0,0.02536014405762305
2020-05-19,5,408.0,4.0,0.02446266968325792
2020-05-20,5,581.0,5.0,0.023258852737488567
2020-05-21,5,492.0,9.0,0.02295887047268263
2020-05-22,5,531.0,6.0,0.022245274319963117
2020-05-23,5,540.0,12.0,0.022243923611111112
2020-05-24,5,782.0,11.0,0.021604320864172834
2020-05-25,5,584.0,2.0,0.020601020601020602
2020-05-26,5,591.0,1.0,0.019600823413586325
2020-05-27,5,658.0,1.0,0.01859521595807624
2020-05-28,5,625.0,7.0,0.018224149004495826
2020-05-29,5,580.0,8.0,0.018027002147898128
2020-05-30,5,623.0,11.0,0.018010103228640457
2020-05-31,5,866.0,3.0,0.017142857142857144
2020-06-01,6,680.0,8.0,0.01690233475830319
2020-06-02,6,545.0,8.0,0.016825396825396827
2020-06-03,6,759.0,5.0,0.016354715609667454
2020-06-04,6,758.0,24.0,0.017026698326287136
2020-06-05,6,787.0,6.0,0.01661681621801263
2020-06-06,6,915.0,9.0,0.01628973588486478
2020-06-07,6,582.0,18.0,0.016725487187356145
2020-06-08,6,791.0,30.0,0.017549896765313145
2020-06-09,6,575.0,12.0,0.0176411531290338
2020-06-10,6,542.0,15.0,0.017894589682650636
2020-06-11,6,684.0,21.0,0.018290204579325293
2020-06-12,6,747.0,21.0,0.018610747051114023
2020-06-13,6,656.0,20.0,0.018941646139471673
2020-06-14,6,556.0,5.0,0.018712140071363372
2020-06-15,6,664.0,20.0,0.01901800856012275
2020-06-16,6,761.0,7.0,0.018725271281388334
2020-06-17,6,783.0,13.0,0.018662105663245915
2020-06-18,6,564.0,13.0,0.018754186202277295
2020-06-19,6,658.0,42.0,0.019831468836263258
2020-06-20,6,346.0,2.0,0.01965707726522706
2020-06-21,6,546.0,21.0,0.020018294399099353
2020-06-22,6,409.0,12.0,0.02015052197135227
2020-06-23,6,310.0,17.0,0.020519507257317365
2020-06-24,6,338.0,20.0,0.02096265391268953
2020-06-25,6,234.0,21.0,0.021504290762241293
2020-06-26,6,460.0,36.0,0.02236951118475559
2020-06-27,6,276.0,8.0,0.02242947686447079
2020-06-28,6,165.0,20.0,0.022961850013065065
2020-06-29,6,351.0,18.0,0.023282849484935576
2020-06-30,6,271.0,12.0,0.023465010564056598
2020-07-01,7,279.0,13.0,0.02366976552336834
2020-07-02,7,319.0,28.0,0.02431209950998869
2020-07-03,7,186.0,33.0,0.02520142402098557
2020-07-04,7,302.0,12.0,0.025337210741244894
2020-07-05,7,348.0,7.0,0.02528158667972576
2020-07-06,7,279.0,38.0,0.02622075202573518
2020-07-07,7,433.0,56.0,0.027558111670261204
2020-07-08,7,210.0,16.0,0.027862118235399178
2020-07-09,7,59.0,1.0,0.02784298576649927
2020-07-10,7,255.0,20.0,0.028223428099563526
2020-07-11,7,458.0,37.0,0.02892393644881569
2020-07-12,7,85.0,16.0,0.02931700095788221
2020-07-13,7,0.0,0.0,0.02931700095788221
2020-07-14,7,4.0,2.0,0.029371644173559714
2020-07-15,7,285.0,33.0,0.030080598733448476
2020-07-16,7,254.0,49.0,0.031262502143224555
2020-07-17,7,76.0,21.0,0.031793555745651556
2020-07-18,7,219.0,32.0,0.03250304627504321
2020-07-19,7,12.0,17.0,0.032973570153820006
2020-07-20,7,174.0,17.0,0.03329105003523608
2020-07-21,7,140.0,5.0,0.03330057560016847
2020-07-22,7,112.0,4.0,0.03330814230134072
2020-07-23,7,188.0,21.0,0.03371850201865516
2020-07-24,7,13.0,0.0,0.033706301491872634
2020-07-25,7,108.0,35.0,0.034576534576534576
2020-07-26,7,121.0,13.0,0.03482036673396576
2020-07-27,7,106.0,10.0,0.03499434685492099
2020-07-28,7,105.0,1.0,0.034920809502859654
2020-07-29,7,103.0,1.0,0.03484960653670039
2020-07-30,7,0.0,0.0,0.03484960653670039
2020-07-31,7,71.0,0.0,0.03478189480597668
2020-08-01,8,168.0,12.0,0.03494960501225824
2020-08-02,8,0.0,0.0,0.03494960501225824
2020-08-03,8,0.0,1.0,0.034976845546172704
2020-08-04,8,37.0,4.0,0.03505048031131793
2020-08-05,8,82.0,6.0,0.03513535529066768
2020-08-06,8,67.0,4.0,0.035179965307892455
2020-08-07,8,41.0,0.0,0.0351409156130709
2020-08-08,8,78.0,9.0,0.035310009455626096
2020-08-09,8,39.0,5.0,0.03540778323527824
2020-08-10,8,0.0,0.0,0.03540778323527824
2020-08-11,8,0.0,0.0,0.03540778323527824
2020-08-12,8,215.0,32.0,0.03606214279964582
2020-08-13,8,76.0,10.0,0.03625652697817646
2020-08-14,8,79.0,9.0,0.036420478837109874
2020-08-15,8,7.0,0.0,0.03641366781544709
2020-08-16,8,120.0,7.0,0.03648371548028015
2020-08-17,8,45.0,5.0,0.03657303968507288
2020-08-18,8,3.0,0.0,0.036570121545785796
2020-08-19,8,0.0,0.0,0.036570121545785796
2020-08-20,8,160.0,8.0,0.03662702931751371
2020-08-21,8,97.0,2.0,0.036586010143702455
2020-08-22,8,38.0,0.0,0.03654932179236819
2020-08-23,8,105.0,2.0,0.036500960551593464
2020-08-24,8,0.0,0.0,0.036500960551593464
2020-08-25,8,71.0,10.0,0.036695560809035986
2020-08-26,8,1.0,0.0,0.03669459693730136
2020-08-27,8,55.0,4.0,0.03674657713896029
2020-08-28,8,3.0,0.0,0.036743685908363716
2020-08-29,8,11.0,1.0,0.03675930781331935
2020-08-30,8,3.0,0.0,0.0367564166426343
2020-08-31,8,19.0,0.0,0.03673811645091976
2020-09-01,9,34.0,4.0,0.03681013718714001
2020-09-02,9,9.0,0.0,0.036801465776730796
2020-09-03,9,38.0,3.0,0.03684334387992574
2020-09-04,9,45.0,1.0,0.03682615963226076
2020-09-05,9,16.0,0.0,0.03681077694235589
2020-09-06,9,20.0,0.0,0.03679156664231291
2020-09-07,9,74.0,2.0,0.03677274858065524
2020-09-08,9,96.0,3.0,0.03675897542474152
2020-09-09,9,26.0,3.0,0.03681204569055036
2020-09-10,9,24.0,2.0,0.03684101286841013
2020-09-11,9,28.0,0.0,0.03681426941823084
2020-09-12,9,34.0,0.0,0.03678184738123608
2020-09-13,9,35.0,0.0,0.036748531352708266
2020-09-14,9,75.0,0.0,0.03667734270069222
2020-09-15,9,99.0,6.0,0.03673837433981708
2020-09-16,9,40.0,10.0,0.036957920473555526
2020-09-17,9,17.0,0.0,0.036941757563284626
2020-09-18,9,0.0,0.0,0.036941757563284626
2020-09-19,9,47.0,1.0,0.03692283974408387
2020-09-20,9,125.0,4.0,0.036907079192705666
2020-09-21,9,0.0,0.0,0.036907079192705666
2020-09-22,9,30.0,3.0,0.036955520294825205
2020-09-23,9,71.0,2.0,0.03693958359943799
2020-09-24,9,25.0,5.0,0.037043655859075826
2020-09-25,9,16.0,0.0,0.03702853059766243
2020-09-26,9,6.0,2.0,0.03707389263114921
2020-09-27,9,35.0,0.0,0.03704081372524027
2020-03-09,3,2.0,0.0,0.0
2020-03-10,3,4.0,0.0,0.0
2020-03-11,3,4.0,0.0,0.0
2020-03-12,3,1.0,1.0,0.09090909090909091
2020-03-13,3,12.0,0.0,0.043478260869565216
2020-03-14,3,10.0,0.0,0.030303030303030304
2020-03-15,3,5.0,0.0,0.02631578947368421
2020-03-16,3,4.0,0.0,0.023809523809523808
2020-03-17,3,9.0,0.0,0.0196078431372549
2020-03-18,3,4.0,0.0,0.01818181818181818
2020-03-19,3,4.0,1.0,0.03389830508474576
2020-03-20,3,11.0,0.0,0.02857142857142857
2020-03-21,3,0.0,0.0,0.02857142857142857
2020-03-22,3,6.0,0.0,0.02631578947368421
2020-03-23,3,13.0,0.0,0.02247191011235955
2020-03-24,3,11.0,2.0,0.04
2020-03-25,3,23.0,1.0,0.04065040650406504
2020-03-26,3,23.0,0.0,0.03424657534246575
2020-03-27,3,28.0,1.0,0.034482758620689655
2020-03-28,3,12.0,3.0,0.04838709677419355
2020-03-29,3,11.0,1.0,0.050761421319796954
2020-03-30,3,15.0,0.0,0.04716981132075472
2020-03-31,3,11.0,2.0,0.053811659192825115
2020-04-01,4,20.0,3.0,0.06172839506172839
2020-04-02,4,16.0,0.0,0.05791505791505792
2020-04-03,4,18.0,1.0,0.05776173285198556
2020-04-04,4,27.0,1.0,0.05592105263157895
2020-04-05,4,29.0,2.0,0.057057057057057055
2020-04-06,4,28.0,2.0,0.05817174515235457
2020-04-07,4,16.0,1.0,0.058355437665782495
2020-04-08,4,6.0,0.0,0.057441253263707574
2020-04-09,4,17.0,0.0,0.055
2020-04-10,4,9.0,1.0,0.05623471882640587
2020-04-11,4,7.0,0.0,0.055288461538461536
2020-04-12,4,17.0,0.0,0.053117782909930716
2020-04-13,4,13.0,0.0,0.0515695067264574
2020-04-14,4,21.0,0.0,0.04925053533190578
2020-04-15,4,8.0,1.0,0.05052631578947368
2020-04-16,4,19.0,1.0,0.05060728744939271
2020-04-17,4,24.0,1.0,0.05019305019305019
2020-04-18,4,21.0,0.0,0.04823747680890538
2020-04-19,4,9.0,0.0,0.04744525547445255
2020-04-20,4,14.0,0.0,0.046263345195729534
2020-04-21,4,22.0,0.0,0.04452054794520548
2020-04-22,4,25.0,0.0,0.042692939244663386
2020-04-23,4,25.0,1.0,0.04258675078864353
2020-04-24,4,29.0,0.0,0.04072398190045249
2020-04-25,4,15.0,0.0,0.03982300884955752
2020-04-26,4,34.0,0.0,0.037921348314606744
2020-04-27,4,14.0,1.0,0.03856749311294766
2020-04-28,4,10.0,0.0,0.03804347826086957
2020-04-29,4,14.0,2.0,0.04
2020-04-30,4,16.0,1.0,0.04046997389033943
2020-05-01,5,7.0,0.0,0.040103492884864166
2020-05-02,5,9.0,0.0,0.03964194373401535
2020-05-03,5,7.0,0.0,0.03929024081115336
2020-05-04,5,6.0,0.0,0.0389937106918239
2020-05-05,5,8.0,0.0,0.038605230386052306
2020-05-06,5,17.0,0.0,0.03780487804878049
2020-05-07,5,12.0,0.0,0.037259615384615384
2020-05-08,5,10.0,0.0,0.03681710213776722
2020-05-09,5,8.0,0.0,0.036470588235294116
2020-05-10,5,6.0,0.0,0.036214953271028034
2020-05-11,5,12.0,0.0,0.03571428571428571
2020-05-12,5,4.0,0.0,0.03555045871559633
2020-05-13,5,4.0,0.0,0.03538812785388128
2020-05-14,5,4.0,0.0,0.035227272727272725
2020-05-15,5,18.0,0.0,0.034521158129175944
2020-05-16,5,18.0,0.0,0.03384279475982533
2020-05-17,5,17.0,0.0,0.03322615219721329
2020-05-18,5,13.0,0.0,0.03276955602536998
2020-05-19,5,2.0,0.0,0.03270042194092827
2020-05-20,5,1.0,0.0,0.032665964172813484
2020-05-21,5,15.0,0.0,0.032157676348547715
2020-05-22,5,5.0,0.0,0.03199174406604747
2020-05-23,5,12.0,0.0,0.03160040774719674
2020-05-24,5,8.0,0.0,0.03134479271991911
2020-05-25,5,9.0,1.0,0.03206412825651302
2020-05-26,5,6.0,0.0,0.03187250996015936
2020-05-27,5,25.0,1.0,0.03206997084548105
2020-05-28,5,21.0,0.0,0.03142857142857143
2020-05-29,5,26.0,0.0,0.03066914498141264
2020-05-30,5,23.0,0.0,0.03002729754322111
2020-05-31,5,23.0,0.0,0.029411764705882353
2020-06-01,6,15.0,0.0,0.029023746701846966
2020-06-02,6,6.0,0.0,0.028871391076115485
2020-06-03,6,21.0,0.0,0.028350515463917526
2020-06-04,6,20.0,0.0,0.02787162162162162
2020-06-05,6,13.0,0.0,0.02756892230576441
2020-06-06,6,15.0,0.0,0.027227722772277228
2020-06-07,6,20.0,1.0,0.027597402597402596
2020-06-08,6,14.0,0.0,0.027287319422150885
2020-06-09,6,17.0,0.0,0.026920031670625493
2020-06-10,6,36.0,0.0,0.02617397998460354
2020-06-11,6,42.0,0.0,0.02535421327367636
2020-06-12,6,44.0,1.0,0.02527075812274368
2020-06-13,6,31.0,1.0,0.025423728813559324
2020-06-14,6,48.0,0.0,0.02459016393442623
2020-06-15,6,57.0,0.0,0.023668639053254437
2020-06-16,6,69.0,0.0,0.022641509433962263
2020-06-17,6,82.0,1.0,0.022129186602870814
2020-06-18,6,50.0,1.0,0.022067363530778164
2020-06-19,6,66.0,1.0,0.02181208053691275
2020-06-20,6,50.0,3.0,0.022850924918389554
2020-06-21,6,53.0,1.0,0.022739291380222106
2020-06-22,6,36.0,1.0,0.022833419823559936
2020-06-23,6,68.0,0.0,0.02205513784461153
2020-06-24,6,52.0,1.0,0.021983390327308255
2020-06-25,6,67.0,2.0,0.022232734153263954
2020-06-26,6,78.0,2.0,0.022354014598540146
2020-06-27,6,77.0,2.0,0.02247686205376818
2020-06-28,6,61.0,2.0,0.022746781115879827
2020-06-29,6,72.0,2.0,0.02289758534554538
2020-06-30,6,64.0,3.0,0.023519870235198703
2020-07-01,7,69.0,4.0,0.02445759368836292
2020-07-02,7,45.0,3.0,0.025193798449612403
2020-07-03,7,82.0,4.0,0.025920360631104433
2020-07-04,7,90.0,3.0,0.02616279069767442
2020-07-05,7,67.0,2.0,0.02625044341965236
2020-07-06,7,74.0,2.0,0.026270307639128933
2020-07-07,7,71.0,3.0,0.026653171390013497
2020-07-08,7,74.0,2.0,0.026662277814351546
2020-07-09,7,68.0,2.0,0.026722472633612365
2020-07-10,7,82.0,0.0,0.026035131744040152
2020-07-11,7,90.0,2.0,0.02593044539353264
2020-07-12,7,93.0,4.0,0.02640166122812222
2020-07-13,7,83.0,4.0,0.02692530399536769
2020-07-14,7,117.0,2.0,0.02660319238308597
2020-07-15,7,96.0,2.0,0.0264521407144805
2020-07-16,7,85.0,4.0,0.026918976545842216
2020-07-17,7,99.0,3.0,0.0270059724746819
2020-07-18,7,55.0,3.0,0.027393753200204814
2020-07-19,7,102.0,4.0,0.027694610778443114
2020-07-20,7,82.0,1.0,0.027383863080684596
2020-07-21,7,81.0,1.0,0.027091824502517382
2020-07-22,7,119.0,4.0,0.02727272727272727
2020-07-23,7,68.0,3.0,0.027535566773749427
2020-07-24,7,108.0,3.0,0.02754142409314823
2020-07-25,7,104.0,5.0,0.02800875273522976
2020-07-26,7,67.0,6.0,0.028897994392926462
2020-07-27,7,126.0,4.0,0.02897333613268948
2020-07-28,7,117.0,6.0,0.029508196721311476
2020-07-29,7,117.0,4.0,0.029617770662397437
2020-07-30,7,108.0,2.0,0.029382957884427033
2020-07-31,7,92.0,4.0,0.029632480277082932
2020-08-01,8,79.0,3.0,0.029757391963608795
2020-08-02,8,120.0,4.0,0.02983691623424759
2020-08-03,8,123.0,5.0,0.030077912665337922
2020-08-04,8,101.0,6.0,0.030604982206405694
2020-08-05,8,130.0,4.0,0.030608695652173914
2020-08-06,8,139.0,6.0,0.03090507726269316
2020-08-07,8,127.0,6.0,0.03125
2020-08-08,8,135.0,1.0,0.030726711103885546
2020-08-09,8,124.0,4.0,0.030756972111553784
2020-08-10,8,136.0,6.0,0.031040399313679613
2020-08-11,8,125.0,1.0,0.030599755201958383
2020-08-12,8,140.0,5.0,0.030707010185739965
2020-08-13,8,141.0,3.0,0.030511955405603638
2020-08-14,8,154.0,5.0,0.030555157079328647
2020-08-15,8,146.0,6.0,0.0307713924406351
2020-08-16,8,143.0,6.0,0.030991735537190084
2020-08-17,8,120.0,3.0,0.030894308943089432
2020-08-18,8,119.0,2.0,0.03067075610081344
2020-08-19,8,155.0,2.0,0.030310948523647765
2020-08-20,8,158.0,2.0,0.029953917050691243
2020-08-21,8,155.0,4.0,0.02987322706162922
2020-08-22,8,152.0,2.0,0.02956029067619165
2020-08-23,8,156.0,5.0,0.029607250755287008
2020-08-24,8,152.0,5.0,0.029666548000474666
2020-08-25,8,178.0,4.0,0.029517722254503196
2020-08-26,8,154.0,5.0,0.029569585569128896
2020-08-27,8,168.0,4.0,0.02946118516858967
2020-08-28,8,156.0,3.0,0.029285478366178574
2020-08-29,8,112.0,5.0,0.029472539423599783
2020-08-30,8,84.0,4.0,0.029636814311887055
2020-08-31,8,101.0,5.0,0.029850746268656716
2020-09-01,9,133.0,4.0,0.02985388415851992
2020-09-02,9,93.0,6.0,0.030189464917759732
2020-09-03,9,122.0,6.0,0.03042763157894737
2020-09-04,9,116.0,5.0,0.03057700121901666
2020-09-05,9,123.0,5.0,0.030701314337313133
2020-09-06,9,135.0,6.0,0.030884973272619284
2020-09-07,9,153.0,4.0,0.03081423695758167
2020-09-08,9,151.0,3.0,0.0306553911205074
2020-09-09,9,147.0,2.0,0.030417890647209324
2020-09-10,9,151.0,1.0,0.03008221225710015
2020-09-11,9,156.0,2.0,0.02983425414364641
2020-09-12,9,161.0,3.0,0.029670628799564468
2020-09-13,9,164.0,3.0,0.029503799731783638
2020-09-14,9,168.0,4.0,0.029419536686338413
2020-09-15,9,167.0,4.0,0.029340277777777778
2020-09-16,9,152.0,2.0,0.029129540781357093
2020-09-17,9,144.0,3.0,0.029028436018957347
2020-09-18,9,132.0,5.0,0.02912621359223301
2020-09-19,9,125.0,5.0,0.029238797316325685
2020-09-20,9,153.0,5.0,0.02928185833469655
2020-09-21,9,159.0,4.0,0.029228905934598304
2020-09-22,9,150.0,2.0,0.02903869166334264
2020-09-23,9,131.0,3.0,0.028975209221537977
2020-09-24,9,121.0,3.0,0.028935637757097052
2020-09-25,9,134.0,0.0,0.02863555452364368
2020-09-26,9,124.0,3.0,0.028593330778075892
2020-09-27,9,108.0,2.0,0.028510605945411695
2019-12-31,12,0.0,0.0,
2020-01-01,1,0.0,0.0,
2020-01-02,1,0.0,0.0,
2020-01-03,1,0.0,0.0,
2020-01-04,1,0.0,0.0,
2020-01-05,1,0.0,0.0,
2020-01-06,1,0.0,0.0,
2020-01-07,1,0.0,0.0,
2020-01-08,1,0.0,0.0,
2020-01-09,1,0.0,0.0,
2020-01-10,1,0.0,0.0,
2020-01-11,1,0.0,0.0,
2020-01-12,1,0.0,0.0,
2020-01-13,1,0.0,0.0,
2020-01-14,1,0.0,0.0,
2020-01-15,1,0.0,0.0,
2020-01-16,1,0.0,0.0,
2020-01-17,1,0.0,0.0,
2020-01-18,1,0.0,0.0,
2020-01-19,1,0.0,0.0,
2020-01-20,1,0.0,0.0,
2020-01-21,1,0.0,0.0,
2020-01-22,1,0.0,0.0,
2020-01-23,1,0.0,0.0,
2020-01-24,1,0.0,0.0,
2020-01-25,1,0.0,0.0,
2020-01-26,1,0.0,0.0,
2020-01-27,1,0.0,0.0,
2020-01-28,1,0.0,0.0,
2020-01-29,1,0.0,0.0,
2020-01-30,1,0.0,0.0,
2020-01-31,1,0.0,0.0,
2020-02-01,2,0.0,0.0,
2020-02-02,2,0.0,0.0,
2020-02-03,2,0.0,0.0,
2020-02-04,2,0.0,0.0,
2020-02-05,2,0.0,0.0,
2020-02-06,2,0.0,0.0,
2020-02-07,2,0.0,0.0,
2020-02-08,2,0.0,0.0,
2020-02-09,2,0.0,0.0,
2020-02-10,2,0.0,0.0,
2020-02-11,2,0.0,0.0,
2020-02-12,2,0.0,0.0,
2020-02-13,2,0.0,0.0,
2020-02-14,2,0.0,0.0,
2020-02-15,2,0.0,0.0,
2020-02-16,2,0.0,0.0,
2020-02-17,2,0.0,0.0,
2020-02-18,2,0.0,0.0,
2020-02-19,2,0.0,0.0,
2020-02-20,2,0.0,0.0,
2020-02-21,2,0.0,0.0,
2020-02-22,2,0.0,0.0,
2020-02-23,2,0.0,0.0,
2020-02-24,2,0.0,0.0,
2020-02-25,2,0.0,0.0,
2020-02-26,2,1.0,0.0,0.0
2020-02-27,2,0.0,0.0,0.0
2020-02-28,2,0.0,0.0,0.0
2020-02-29,2,0.0,0.0,0.0
2020-03-01,3,2.0,0.0,0.0
2020-03-02,3,0.0,0.0,0.0
2020-03-03,3,,,
2020-03-04,3,2.0,0.0,0.0
2020-03-05,3,7.0,0.0,0.0
2020-03-06,3,5.0,0.0,0.0
2020-03-07,3,,,
2020-03-08,3,,,
2020-03-09,3,3.0,0.0,0.0
2020-03-10,3,,,
2020-03-11,3,,,
2020-03-12,3,0.0,0.0,0.0
2020-03-13,3,5.0,1.0,0.04
2020-03-14,3,1.0,1.0,0.07692307692307693
2020-03-15,3,11.0,0.0,0.05405405405405406
2020-03-16,3,11.0,2.0,0.08333333333333333
2020-03-17,3,10.0,0.0,0.06896551724137931
2020-03-18,3,2.0,1.0,0.08333333333333333
2020-03-19,3,12.0,1.0,0.08333333333333333
2020-03-20,3,18.0,1.0,0.07777777777777778
2020-03-21,3,12.0,3.0,0.09803921568627451
2020-03-22,3,37.0,5.0,0.1079136690647482
2020-03-23,3,62.0,2.0,0.0845771144278607
2020-03-24,3,29.0,0.0,0.07391304347826087
2020-03-25,3,34.0,2.0,0.07196969696969698
2020-03-26,3,38.0,2.0,0.0695364238410596
2020-03-27,3,65.0,4.0,0.0681198910081744
2020-03-28,3,42.0,1.0,0.06356968215158924
2020-03-29,3,45.0,3.0,0.06387665198237885
2020-03-30,3,57.0,2.0,0.060665362035225046
2020-03-31,3,73.0,4.0,0.059931506849315065
2020-04-01,4,132.0,9.0,0.061452513966480445
2020-04-02,4,131.0,14.0,0.06847697756788666
2020-04-03,4,139.0,5.0,0.06389452332657201
2020-04-04,4,185.0,42.0,0.089666951323655
2020-04-05,4,80.0,25.0,0.10391686650679456
2020-04-06,4,69.0,22.0,0.11515151515151516
2020-04-07,4,103.0,21.0,0.12157413914265636
2020-04-08,4,45.0,20.0,0.13147138964577657
2020-04-09,4,104.0,12.0,0.13040712468193386
2020-04-10,4,94.0,30.0,0.14105642256902762
2020-04-11,4,95.0,21.0,0.14537194775695628
2020-04-12,4,64.0,19.0,0.1506849315068493
2020-04-13,4,89.0,18.0,0.15308254963427378
2020-04-14,4,69.0,20.0,0.1578416540595058
2020-04-15,4,87.0,12.0,0.1570048309178744
2020-04-16,4,90.0,11.0,0.15555555555555556
2020-04-17,4,108.0,12.0,0.15343915343915343
2020-04-18,4,150.0,16.0,0.15053763440860216
2020-04-19,4,117.0,3.0,0.14477317554240632
